Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANEL3-AWA-05_543f2918-1ee9-4df5-9d90-342a3d58e96f.jpg?v=1739005893,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_e2822231-cb02-4bd9-91d9-4b3448e812da.jpg?v=1739005893,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_1_e32e7bdb-589e-4da2-8ba2-06b68d6883cd.jpg?v=1739005893,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_2_19c840c0-fce5-4a65-9730-9df2e3d4b20e.jpg?v=1739005893,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_3b90e0f4-6a93-41ea-979b-fa5a8e9b84c2.jpg?v=1739005893,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_8d1d2cc8-badd-4627-a567-d82d1d05bb1a.jpg?v=1739005893,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_1_e1a78c55-74a5-4597-8f01-29ecbbdd1a91.jpg?v=1739005893,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_2_b31ac5da-84bb-4256-9088-100b120c8c82.jpg?v=1739005893,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_3_da3c4003-a621-4b60-b03d-1f7b974847dd.jpg?v=1739005893,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_4_c7e52d13-20d4-46b6-a60c-47be4244f288.jpg?v=1739005893,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_5_c10c054b-6c08-4f9c-8979-b2134b10dba1.jpg?v=1739005893,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_fae1f5d2-a327-40c1-9ca1-9feaa8f121e7.jpg?v=1739005893,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,Unknown Title,"<p><strong>EAST WEST FURNITURE - ANEL5-AWA-05 - 5 PIECE DINING TABLE SET FOR SMALL SPACES</strong></p> 
<p>Create a welcoming dining area with our exquisite kitchen dining table set, expertly tailored for small spaces such as compact apartments or kitchen areas. This beautifully crafted dining room furniture set includes a dining room table and two linen fabric upholstered parson chairs, providing both style and functionality. The dining room table boasts a round top, perfect for creating an intimate dining experience. Supported by a sturdy pedestal, it not only adds a touch of elegance but also ensures stability and durability. With an antique walnut finish, this dining set exudes a timeless charm that complements any d̩cor. The rich tones and smooth texture enhance the overall aesthetic of your dining area, creating a warm and inviting atmosphere. Crafted from high-quality rubberwood, this dining room furniture set is built to withstand the test of time. Known for its durability and sturdiness, rubberwood ensures that your dining room table set remains in excellent condition for years to come. Comfort is a top priority, and our linen fabric upholstered parson dining chairs deliver just that. The soft, plush seating is enhanced by foam padding, providing optimal comfort for long hours of dining and conversation. Sink into the luxurious upholstery and enjoy a relaxed dining experience like never before. Whether you're hosting a small dinner party or enjoying a casual meal with your loved ones, this dining room table set combines practicality and style seamlessly.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Round<br>Base: Pedestal<br>Finish: Antique Walnut<br>Dimensions: Length: 36; Width: 36; Height: 30]</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Grey<br>Dimensions: Length: 25; Width: 19; Height: 41</p> 
<p><strong>INCLUDES:</strong> A Round Dining Table and 4 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"36 Round, 5 Piece, Antique, Antique Walnut, Dining Room Set, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,ANEL5-AWA-05,0.0,shopify,continue,manual,0.00,0.00,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANEL5-AWA-05.jpg?v=1739005951,1,"",false,,,,Unisex,Adult,ANEL5-AWA-05,,,,,,,,,lb,,,true,,,true,,,active
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANEL5-AWA-05_8da1c15e-d950-4f52-a3d6-95bf271dd863.jpg?v=1739005951,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_8a710920-38a8-407f-87ef-d7072aa07d2d.jpg?v=1739005951,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_1_398e4dea-15bb-4e95-bde8-b2be3e7aa002.jpg?v=1739005951,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_2_1d017284-1197-4604-bb7c-74fe86ddec07.jpg?v=1739005951,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_533988d2-c60a-4a84-abd1-d551e7754bd3.jpg?v=1739005951,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_eaa53a5d-e7c7-4dd2-aecc-80064b9da9f4.jpg?v=1739005951,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_1_45f3d233-d420-4031-ae02-479c961731fd.jpg?v=1739005951,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_2_3f146fa6-36a9-4dc8-8dd6-703e16f6fc07.jpg?v=1739005951,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_3_8b6c3913-57cc-4290-9d39-99d8d60619d4.jpg?v=1739005951,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_4_c66faaea-43b1-45c4-ba2d-69c337b8a4df.jpg?v=1739005951,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_5_bb688ac6-2758-4890-a880-ee64d3c07c6c.jpg?v=1739005951,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
anel5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ELP8T05_ef77553b-5758-473c-a33a-09d624f6a290.jpg?v=1739005951,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,Unknown Title,"<p><strong>EAST WEST FURNITURE - ANLA3-AWA-05 - 3 PIECE DINING TABLE SET FOR SMALL SPACES</strong></p> 
<p>Transform your dining area into an inviting dining space with our elegant dining table set, specifically designed for small spaces like compact apartments or kitchen areas. This beautifully crafted dinette set includes a modern dining table and two linen fabric upholstered parson kitchen chairs, providing both style and functionality. The dining room table boasts a round top, perfect for creating an intimate dining experience. Supported by a sturdy pedestal, it not only adds a touch of elegance but also ensures stability and durability. With an antique walnut finish, this dining room table set exudes a timeless charm that complements any d̩cor. The rich tones and smooth texture enhance the overall aesthetic of your dining area, creating a warm and inviting atmosphere. Crafted from high-quality rubberwood, this dining room table set is built to withstand the test of time. Known for its durability and sturdiness, rubberwood ensures that your kitchen table &amp; chairs set remains in excellent condition for years to come. Comfort is a top priority, and our linen fabric upholstered parson dining chairs deliver just that. The soft, plush seating is enhanced by foam padding, providing optimal comfort for long hours of dining and conversation. Sink into the luxurious upholstery and enjoy a relaxed dining experience like never before. Whether you're hosting a small dinner party or enjoying a casual meal with your loved ones, this dinette set combines practicality and style seamlessly.</p> 
<p><strong>DINING TABLE FEATURES:</strong></p> 
<p>Material: Rubberwood <br>Shape: Round<br>Base: Pedestal<br>Finish: Antique Walnut<br>Dimensions: Length: 36; Width: 36; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES:</strong></p> 
<p>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Grey<br>Dimensions: Length: 24; Width: 20; Height: 39</p> 
<p><strong>INCLUDES:</strong> A Round Dining Table and 2 Parson Chairs.""</p>",East West Furniture,,Dining Room Set,"3 Piece, 36 Round, Antique, Antique Walnut, Dining Room Set, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,ANLA3-AWA-05,0.0,shopify,continue,manual,0.00,0.00,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANLA3-AWA-05.jpg?v=1739006853,1,"",false,,,,Unisex,Adult,ANLA3-AWA-05,,,,,,,,,lb,,,true,,,true,,,active
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANLA3-AWA-05_6bc92885-2154-4402-b8c7-8f3cbc188548.jpg?v=1739006853,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_fc6f650a-61e6-4469-8ef9-8f343c7acbc4.jpg?v=1739006853,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_1_fe0e50e9-580b-4ab9-95e8-2c732adb9385.jpg?v=1739006853,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_2_47ac9d10-065a-4c70-b21d-ed93ec8f3b98.jpg?v=1739006853,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_5e2edd01-878b-49ba-a1ef-7252a41c596a.jpg?v=1739006853,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_2bf2112f-d4e5-42fc-9990-c513b0bbd64c.jpg?v=1739006853,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_1_5b4027d8-6cbb-463e-b215-28c8361e89d5.jpg?v=1739006853,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_2_a672f8f4-52b4-4cb0-ab73-cd3f600c56db.jpg?v=1739006853,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_3_51abe13a-8a1f-45f6-9ce8-f5b58ce44f50.jpg?v=1739006853,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_4_bb1dcb90-bf18-4d86-a764-1ac4bcaa6220.jpg?v=1739006853,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_5_b6b7f1d6-cfba-46c2-95ef-0eb1560ebaad.jpg?v=1739006854,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_b648b090-b4ac-41a4-8cdf-e4f9f4ab9637.jpg?v=1739006854,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,Unknown Title,"<p><strong>EAST WEST FURNITURE - ANLA5-AWA-05 - 5 PIECE KITCHEN TABLE &amp; CHAIRS SET</strong></p> 
<p>Revitalize your dining area with our sophisticated kitchen dining table set, thoughtfully created to cater to small spaces such as compact apartments or kitchen areas. This beautifully crafted dining room table set includes a kitchen dining table and two linen fabric upholstered parson dining chairs, providing both style and functionality. The dining table boasts a round top, perfect for creating an intimate dining experience. Supported by a sturdy pedestal, it not only adds a touch of elegance but also ensures stability and durability. With an antique walnut finish, this kitchen table &amp; chairs set exudes a timeless charm that complements any d̩cor. The rich tones and smooth texture enhance the overall aesthetic of your dining area, creating a warm and inviting atmosphere. Crafted from high-quality rubberwood, this dining room furniture set is built to withstand the test of time. Known for its durability and sturdiness, rubberwood ensures that your dinette set remains in excellent condition for years to come. Comfort is a top priority, and our linen fabric upholstered parson chairs deliver just that. The soft, plush seating is enhanced by foam padding, providing optimal comfort for long hours of dining and conversation. Sink into the luxurious upholstery and enjoy a relaxed dining experience like never before. Whether you're hosting a small dinner party or enjoying a casual meal with your loved ones, this modern dining room table set combines practicality and style seamlessly.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Round<br>Base: Pedestal<br>Finish: Antique Walnut<br>Dimensions: Length: 36; Width: 36; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Grey<br>Dimensions: Length: 24; Width: 20; Height: 39</p> 
<p><strong>INCLUDES:</strong> A Round Dining Table and 4 Parson Chairs.""</p>",East West Furniture,,Dining Room Set,"36 Round, 5 Piece, Antique, Antique Walnut, Dining Room Set, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,ANLA5-AWA-05,0.0,shopify,continue,manual,0.00,0.00,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANLA5-AWA-05.jpg?v=1739006924,1,"",false,,,,Unisex,Adult,ANLA5-AWA-05,,,,,,,,,lb,,,true,,,true,,,active
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANLA5-AWA-05_4159a840-2e4d-417a-9959-10533c657468.jpg?v=1739006924,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_305ee048-9346-4b82-91ed-0a7f03db1bba.jpg?v=1739006924,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_1_81fe736f-1d78-49cd-9504-004ec49c7c48.jpg?v=1739006924,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_2_bf7083eb-224b-414f-94ff-1aa1801def60.jpg?v=1739006924,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ANT-AWA-TP_ca19d466-bf44-49b5-a666-d32b1a1ddf55.jpg?v=1739006924,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_ef037175-c27e-41e1-82ca-679c2776593c.jpg?v=1739006924,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_1_fb153550-b90b-4730-894b-954ab86365d0.jpg?v=1739006924,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_2_810c461b-1a6c-417f-b650-1d363f1fb9da.jpg?v=1739006925,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_3_77037513-1890-4e19-8f50-2258ce4795a1.jpg?v=1739006925,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_4_e9e93809-c17b-4a2a-9059-e4404ad2520f.jpg?v=1739006925,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_5_53b2d4ed-4a25-46b7-9844-18c7c1066513.jpg?v=1739006925,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
anla5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/LAP8T05_58a5ee6b-edc0-4d49-a7cc-4d6442c1c30a.jpg?v=1739006925,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,Unknown Title,"<p><strong>EAST WEST FURNITURE - DLAB3-AWA-05 - 3 PIECE MODERN DINING TABLE SET</strong></p> 
<p>Revitalize your dining area with our sophisticated kitchen dining table set, thoughtfully created to cater to small spaces such as compact apartments or kitchen areas. This beautifully crafted dining room table set includes a dining table and two linen fabric upholstered parson kitchen chairs, providing both style and functionality. The modern dining table boasts a round top with drop leaf, perfect for creating an intimate dining experience. Supported by a sturdy pedestal, it not only adds a touch of elegance but also ensures stability and durability. With an antique walnut finish, this kitchen table &amp; chairs set exudes a timeless charm that complements any d̩cor. The rich tones and smooth texture enhance the overall aesthetic of your dining area, creating a warm and inviting atmosphere. Crafted from high-quality rubberwood, this dining room table set is built to withstand the test of time. Known for its durability and sturdiness, rubberwood ensures that your dining room table set remains in excellent condition for years to come. Comfort is a top priority, and our linen fabric upholstered parson kitchen chairs deliver just that. The soft, plush seating is enhanced by foam padding, providing optimal comfort for long hours of dining and conversation. Sink into the luxurious upholstery and enjoy a relaxed dining experience like never before. Whether you're hosting a small dinner party or enjoying a casual meal with your loved ones, this dining set combines practicality and style seamlessly.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Round<br>Base: Pedestal<br>Finish: Antique Walnut<br>Dimensions: Length: 42; Width: 42; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Grey<br>Dimensions: Length: 21; Width: 17; Height: 35</p> 
<p><strong>INCLUDES:</strong> A Round Dining Table and 2 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"3 Piece, 42 Dropleaf, Antique Walnut, Dining Room Set, Dublin, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,DLAB3-AWA-05,0.0,shopify,continue,manual,0.00,0.00,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLAB3-AWA-05_d72ab970-bc01-43e1-832b-1767e99aa2ae.jpg?v=1739058523,1,"",false,,,,Unisex,Adult,DLAB3-AWA-05,,,,,,,,,lb,,,true,,,true,,,active
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLAB3-AWA-05_fc4c3cd1-aaa6-4fca-a7fe-e294e2f7ac97.jpg?v=1739058523,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_b14cd8d7-181b-49c5-8505-47dcb8bb9d9f.jpg?v=1739058523,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_1_220ec147-ab37-4d18-9095-13b2ae7d9ac6.jpg?v=1739058523,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_2_ab2cc439-ae36-465d-b844-57b1dc91b139.jpg?v=1739058523,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_3_10a50327-0d4c-4e68-bec8-2da224b9f96b.jpg?v=1739058523,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_4_0f13ce70-0828-4fa7-b424-dba49d2bbdc1.jpg?v=1739058523,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_5_9ddc1da4-3fc5-410d-bbd6-0f4cfa326d10.jpg?v=1739058523,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_6_660c41d7-afc1-43e5-91f7-f9690882a13f.jpg?v=1739058523,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/DLT-AWA-TP_15cdd84e-6dc4-407b-91d2-f01e04f33c0e.jpg?v=1739058523,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_65e181a4-2c72-4323-9611-dbbfd4093949.jpg?v=1739058523,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_1_e1566b74-b5e6-41e6-9bbd-bdc42d90d114.jpg?v=1739058523,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_2_f05f06a3-e20b-4146-8cb1-1bcd62b4b155.jpg?v=1739058523,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_3_52e32127-7af8-4c42-8fc2-2e0934268228.jpg?v=1739058523,14,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_4_2ebe2707-b874-4610-8fee-fc9440cb7885.jpg?v=1739058523,15,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_5_d28606cd-bfa1-44b7-9b8d-ef05f65a7877.jpg?v=1739058523,16,"",,,,,,,,,,,,,,,,,,,,,,,,,
dlab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP4T55_256afd72-237c-49a7-8949-a16080c76f58.jpg?v=1739058523,17,"",,,,,,,,,,,,,,,,,,,,,,,,,
